*300*
 5800,	    0,	       0,	         0,	         0,	        0,	      0,	    0,
 6800,	    0,	       0,	         0,	         0,	        0,	      0,	    0,
 7800,	  500,	     500,	       480,	         0,	        0,	      0,	    0,
 8800,	  500,	     500,	       484,	       470,	        0,	      0,	    0,
 9800,	  500,	     500,	       488,	       475,	      460,	      0,	    0,
10800,	  500,	     500,	       492,	       480,	      465,	    460,	    0,
11800,	  500,	     500,	       495,	       485,	      470,	    465,	    0,
12800,	  500,	     500,	       498,	       489,	      475,	    470,	    0,
13800,	  500,	     500,	       501,	       493,	      480,	    475,	    0,
14800,	  500,	     500,	       502,	       497,	      485,	    481,	    0,
15800,	  500,	     500,	       503,	       501,	      490,	    487,	    0,
16800,	  500,	     500,	       504,	       505,	      495,	    493,	    0,
17800,	  500,	     500,	       506,	       509,       500,	    499,	    0,
18800,	  500,	     500,	       508,	       513,	      505,	    505,	    0,
19800,	  500,	     500,	       511,	       517,	      511,	    511,	    0,
20800,	  503,	     503,	       517,	       521,	      517,	    518,	    0,
21800,	  506,	     506,	       523,	       525,	      523,	    525,	    0,
22800,	  509,	     509,	       529,	       529,	      529,	    532,	    0,
23800,	  514,	     514,	       536,	       533,	      535,	    539,	    0,
24800,	  520,	     520,	       543,	       538,	      546,	    546,	    0,
25800,	  527,	     527,	       550,	       544,	      548,	    553,	    0,
26800,	  535,	     535,	       557,	       551,	      556,	    560,	    0,
27800,	  543,	     543,	       564,	       557,	      564,	    568,	    0,
28800,	  551,	     551,	       570,	       563,	      572,	    576,	    0,
29800,	  559,	     559,	       576,	       569,	      580,	    584,	    0,
30800,	  565,	     565,	       581,	       575,	      588,	    592,	    0,
31800,	    0,	     571,	       586,	       581,	      596,	    600,	    0,
32800,	    0,	     577,	       590,	       587,	      604,	    609,	    0,
33800,	    0,	       0,	       593,	       593,	      612,	    618,	    0,
34800,	    0,	       0,	       596,	       599,	      619,	    624,	    0,
35800,	    0,	       0,	       599,	       605,	      626,	    630,	    0,
36800,	    0,	       0,	         0,	       611,	      633,	    636,	    0,
37800,	    0,	       0,	         0,	       617,	      640,      642,	    0,	
